produto,codigo,categoria,tipo_produto,preco_desconto,perc_desconto,avaliacao,qtd_avaliacoes,valor_total_vendas
Sonivision Sa-D10 Sa-D100 Sa-D40 Home Theater Systems Remote Compatible With Sony Rm-Anu156,B08DCVRW98,Electronics,Outros,12.54,58.0,4.0,479.0,6006.66
Rts™ High Speed 3D Full Hd 1080P Support (10 Meters) Hdmi Male To Hdmi Male Cable Tv Lead 1.4V For All Hdmi Devices- Black (10M - 30 Feet),B0718ZN31Q,Electronics,Cabo,35.879999999999995,88.0,4.2,910.0,32650.799999999996
"Boat Ltg 500 Apple Mfi Certified For iPhone, Ipad And Ipod 2Mtr Data Cable(Metallic Silver)",B0162LYSFS,Computers e Accessories,Cabo,47.94,54.0,4.1,5626.0,269710.44
Agaro Blaze USBa To Micro +Type C 2In1 Braided 1.2M Cable,B07PFJ5VQD,Computers e Accessories,Cabo,9.54,73.0,4.3,14184.0,135315.36
Amazonbasics 6 Feet Displayport To Displayport Cable - (Not Hdmi Cable) (Gold),B01J8S6X2I,Computers e Accessories,Cabo,29.939999999999998,55.0,4.4,25177.0,753799.3799999999
Mi 108 Cm (43 Inches) 5X Series 4K Ultra Hd Led Smart Android Tv L43M6-Es (Grey),B09MJ77786,Electronics,Tv,1919.9399999999998,36.0,4.3,21252.0,40802564.879999995
Sansui 140Cm (55 Inches) 4K Ultra Hd Certified Android Led Tv With Dolby Audio E Dolby Vision Jsw55Asuhd (Mystique Black),B09NNGHG22,Electronics,Tv,1979.3999999999999,42.0,4.3,567.0,1122319.7999999998
Lohaya Lcd/Led Remote Compatible For Sony Bravia Smart Lcd Led Uhd Oled Qled 4K Ultra Hd Tv Remote Control With Youtube E Netflix Function [ Compatible For Sony Tv Remote Control ],B07V5YF4ND,Electronics,Tv,17.939999999999998,75.0,3.5,466.0,8360.039999999999
"Zebronics Cu3100V Fast Charging Type C Cable With Qc 18W Support, 3A Max Capacity, 1 Meter Braided Cable, Data Transfer And Superior Durability (Braided Black )",B0B65P827P,Computers e Accessories,Cabo,7.6986,77.0,3.9,61.0,469.6146
"Belkin USB C To USB-C Fast Charging Type C Cable, 60W Pd, 3.3 Feet (1 Meter) For Laptop, Personal Computer, Tablet, Smartphone - White, USB-If Certified",B084MZYBTV,Computers e Accessories,Cabo,35.94,29.0,4.5,474.0,17035.559999999998
7Seven® Tcl Remote Control Smart Tv Rc802V Remote Compatible For Tcl Tv Remote Original 55Ep680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500Fs 49S6800Fs 49S6800 49S6510Fs(Without Voice Function/Google Assistant And Non-Bluetooth Remote),B097ZQTDVZ,Electronics,Tv,23.939999999999998,56.0,3.4,431.0,10318.14
"Wayona 3In1 Nylon Braided 66W USB Fast Charging Cable With Type C, Lightening And Micro USB Port, Compatible With iPhone, Ipad, Samsung Galaxy, Oneplus, Mi, Oppo, Vivo, Iqoo, Xiaomi (1M, Black)",B0B5F3YZY4,Computers e Accessories,Cabo,26.939999999999998,59.0,4.0,242.0,6519.48
"Hi-Mobiler iPhone Charger Lightning Cable,2 Pack Apple Mfi Certified USB iPhone Fast Chargering Cord,Data Sync Transfer For 13/12/11 Pro Max Xs X Xr 8 7 6 5 5S Ipad Ipod More Model Cell Phone Cables",B09G5TSGXV,Computers e Accessories,Cabo,15.24,68.0,4.0,2905.0,44272.2
Amazon Basics 16-Gauge Speaker Wire - 50 Feet,B006LW0WDQ,Electronics,Caixa De Som,23.939999999999998,50.0,4.4,12091.0,289458.54
"Ambrane 60W / 3A Fast Charging Output Cable With Type-C To USB For Mobile, Neckband, True Wireless Earphone Charging, 480Mbps Data Sync Speed, 1M Length (Act - Az10, White)",B09YLX91QR,Computers e Accessories,Cabo,10.74,55.0,4.0,1423.0,15283.02
"Wayona USB Type C To USB Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7) (0.25M,Grey)",B081FJWN52,Computers e Accessories,Cabo,20.34,66.0,4.3,6255.0,127226.7
"Caprigo Heavy Duty Tv Wall Mount Bracket For 14 To 32 Inch Led/Hd/Smart Tv’S, Universal Fixed Tv Wall Mount Stand (M452)",B0758F7KK7,Electronics,Tv,23.939999999999998,60.0,4.0,1236.0,29589.839999999997
"Smashtronics® - Case For Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover For Tv Firestick 4K/Tv 2Nd Gen(3Rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",B09L835C3V,Electronics,Bolsa/Acessorio,11.94,50.0,4.2,1335.0,15939.9
Electvision Remote Control For Led Smart Tv Compatible With Vu Smart Led (Without Voice),B098TV3L96,Electronics,Tv,20.939999999999998,83.0,3.8,197.0,4125.179999999999
Boat A 350 Type C Cable 1.5M(Jet Black),B08NCKT9FG,Computers e Accessories,Cabo,17.939999999999998,63.0,4.4,28791.0,516510.5399999999
"Ptron Solero M241 2.4A Micro USB Data E Charging Cable, Made In India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable For Micro USB Devices (White)",B0B4T6MR8N,Computers e Accessories,Cabo,5.34,89.0,3.9,1075.0,5740.5
"Amazonbasics USB Type-C To USB Type-C 2.0 Cable For Charging Adapter, Smartphone - 9 Feet (2.7 Meters) - White",B01GGKZ4NU,Computers e Accessories,Cabo,32.94,45.0,4.2,29746.0,979833.2399999999
"Croma 3A Fast Charge 1M Type-C To All Type-C Phones Sync And Charge Cable, Made In India, 480Mbps Data Transfer Rate, Tested Durability With 8000+ Bends (12 Months Warranty) - Crcma0106Stc10, Black",B09BW2GP18,Computers e Accessories,Cabo,7.739999999999999,87.0,3.9,295.0,2283.2999999999997
Sony Bravia 164 Cm (65 Inches) 4K Ultra Hd Smart Led Google Tv Kd-65X74K (Black),B09WN3SRC7,Electronics,Tv,4679.4,44.0,4.7,5935.0,27772238.999999996
7Seven® Compatible For Mi Tv Remote Control Original Suitable With Smart Android 4K Led Non Voice Command Xiaomi Redmi Remote Of 4A Model 32 43 55 65 Inches,B09B125CFJ,Electronics,Tv,20.939999999999998,56.0,3.6,323.0,6763.619999999999
7Seven® Compatible Vu Smart Tv Remote Control Suitable For Original 4K Android Led Ultra Hd Uhd Vu Tv Remote With Non Voice Feature Without Google Assistant,B09RQRZW2X,Electronics,Tv,29.939999999999998,44.0,3.7,185.0,5538.9
Storite High Speed Micro USB 3.0 Cable A To Micro B For External E Desktop Hard Drives 45Cm,B07924P3C5,Computers e Accessories,Cabo,17.939999999999998,63.0,4.2,2117.0,37978.979999999996
"Flix (Beetel) 3In1 (Type C|Micro|iPhone Lightening) Textured Pattern 3A Fast Charging Cable With Qc E Pd Support For Type C,Micro USB E Lightning iPhone Cable,Made In India,1.5 Meter Long Cable(T101)",B08N1WL9XW,Computers e Accessories,Cabo,10.92,70.0,4.0,9378.0,102407.76
Svm Products Unbreakable Set Top Box Stand With Dual Remote Holder (Black),B07VVXJ2P5,Electronics,Outros,5.76,76.0,3.6,1796.0,10344.96
Vu 164 Cm (65 Inches) The Gloled Series 4K Smart Led Google Tv 65Gloled (Grey),B0BC8BQ432,Electronics,Tv,3299.4,35.0,4.3,3587.0,11834947.8
"Cablecreation Rca To 3.5Mm Male Audio Cable, 3.5Mm To 2Rca Cable Male Rca Cable,Y Splitter Stereo Jack Cable For Home Theater,Subwoofer, Receiver, Speakers And More (3Feet/0.9Meter,Black)",B06XFTHCNY,Electronics,Cabo,26.34,42.0,4.2,4296.0,113156.64
"Wayona USB Type C Fast Charging Cable Charger Cord 3A Qc 3.0 Data Cable Compatible With Samsung Galaxy S10E S10 S9 S8 S20 Plus, Note 10 9 8, M51 A40 A50 A70, Moto G7 G8 (1M, Grey)",B08CT62BM1,Computers e Accessories,Cabo,17.939999999999998,70.0,4.3,2651.0,47558.939999999995
Boat Rugged V3 Braided Micro USB Cable (Pearl White),B07CRL2GY6,Computers e Accessories,Cabo,17.939999999999998,63.0,4.2,94363.0,1692872.2199999997
"Amazon Basics USB A To Lightning Pvc Molded Nylon Mfi Certified Charging Cable (Black, 1.2 Meter)",B07DWFX9YS,Computers e Accessories,Cabo,47.339999999999996,61.0,4.2,34540.0,1635123.5999999999
Amazonbasics - High-Speed Male To Female Hdmi Extension Cable - 6 Feet,B01D5H90L4,Electronics,Cabo,17.939999999999998,57.0,4.4,8714.0,156329.15999999997
"Wayona Nylon Braided USB Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)",B07F1P8KNV,Computers e Accessories,Cabo,19.5,70.0,4.2,10576.0,206232.0
"Belkin Apple Certified Lightning To USB Charge And Sync Tough Braided Cable For iPhone, Ipad, Air Pods, 3.3 Feet (1 Meters) – Black",B084N1BM9L,Computers e Accessories,Cabo,77.94,35.0,4.4,7318.0,570364.9199999999
7Seven Compatible Lg Tv Remote Suitable For Lg Non Magic Smart Tv Remote Control (Mouse E Voice Non-Support) Mr20Ga Prime Video And Netflix Hotkeys,B09F6D21BY,Electronics,Periferico,47.4,60.0,3.0,103.0,4882.2
Realme Smart Tv Stick 4K,B09LQQYNZQ,Electronics,Tv,281.94,0.0,4.5,224.0,63154.56
Acer 100 Cm (40 Inches) P Series Full Hd Android Smart Led Tv Ar40Ar2841Fdfl (Black),B0BC9BW512,Electronics,Tv,1139.94,24.0,4.3,4702.0,5359997.88
"Lapster USB 2.0 Mantra Cable, Mantra Mfs 100 Data Cable (Black)",B0B61HYR92,Computers e Accessories,Cabo,11.94,80.0,4.2,85.0,1014.9
"Amazonbasics High-Speed Braided Hdmi Cable - 3 Feet - Supports Ethernet, 3D, 4K And Audio Return (Black)",B075ZTJ9XR,Electronics,Cabo,16.14,59.0,4.4,35877.0,579054.78
"Cubetek 3 In 1 Lcd Display V5.0 Bluetooth Transmitter Receiver, Bypass Audio Adapter With Aux, Optical, Dual Link Support For Tv, Home Stereo, Pc, Headphones, Speakers, Model: Cb-Bt27",B0978V2CP6,Electronics,Fone,119.39999999999999,36.0,4.0,897.0,107101.79999999999
"Krisons Thunder Speaker, Multimedia Home Theatre, Floor Standing Speaker, Led Display With Bluetooth, Fm, USB, Micro Sd Card, Aux Connectivity",B09LRZYBH1,Electronics,Caixa De Som,137.94,43.0,3.8,282.0,38899.08
Acer 139 Cm (55 Inches) H Series 4K Ultra Hd Android Smart Led Tv Ar55Ar2851Udpro (Black),B0B997FBZT,Electronics,Tv,2159.94,28.0,4.3,1611.0,3479663.3400000003
Dealfreez Case Compatible For Fire Tv Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover With Loop (C-Black),B098LCVYPW,Electronics,Bolsa/Acessorio,20.939999999999998,65.0,4.2,513.0,10742.22
"Wayona Type C To Lightning Mfi Certified 20W Fast Charging Nylon Braided USB C Cable For iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",B09HV71RL1,Computers e Accessories,Cabo,43.14,52.0,4.1,1045.0,45081.3
Vw 80 Cm (32 Inches) Hd Ready Android Smart Led Tv Vw32Pro (Black),B08PZ6HZLT,Electronics,Tv,539.9399999999999,53.0,4.0,6347.0,3426999.1799999997
Airtel Digital Tv Hd Set Top Box With 1 Month Basic Pack With Recording + Free Standard Installation,B075TJHWVC,Electronics,Tv,55.019999999999996,60.0,4.2,3300.0,181566.0
Lohaya Voice Assistant Remote Compatible For Airtel Xstream Set-Top Box Remote Control With Netflix Function (Black) (Non - Voice),B09LV13JFB,Electronics,Outros,23.939999999999998,60.0,3.3,23.0,550.6199999999999
Samsung 138 Cm (55 Inches) Crystal 4K Series Ultra Hd Smart Led Tv Ua55Aue60Aklxl (Black),B092BL5DCX,Electronics,Tv,2759.94,34.0,4.3,7109.0,19620413.46
Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,B09VH568H7,Computers e Accessories,Cabo,7.14,60.0,3.8,51.0,364.14
Mi 100 Cm (40 Inches) Horizon Edition Full Hd Android Led Tv 4A | L40M6-Ei (Black),B09HQSV46W,Electronics,Tv,1319.94,27.0,4.2,32840.0,43346829.6
"Astigo Compatible Remote Control For Mi Smart Led 4A (43""/32"")",B08TZD7FQN,Electronics,Outros,17.939999999999998,50.0,3.7,708.0,12701.519999999999
Toshiba 108 Cm (43 Inches) V Series Full Hd Smart Android Led Tv 43V35Kp (Silver),B0B21XL94T,Electronics,Tv,1319.3999999999999,37.0,4.3,1657.0,2186245.8
"Lenovo USB A To Type-C Tangle-Free  Aramid Fiber Braided 1.2M Cable With 4A Fast Charging E 480 Mbps Data Transmission, Certified 10000+ Bend Lifespan, Metallic Grey",B09PTT8DZF,Computers e Accessories,Cabo,25.0464,38.0,3.9,523.0,13099.267199999998
Lg 139 Cm (55 Inches) 4K Ultra Hd Smart Led Tv 55Uq7500Psf (Ceramic Black),B0B3XXSB1K,Electronics,Tv,2879.4,40.0,4.3,1376.0,3962054.4
Tata Sky Digital Tv Hd Setup Box Remote,B08RZ12GKR,Electronics,Tv,12.9,57.0,3.5,121.0,1560.9
"Ptron Solero T241 2.4A Type-C Data E Charging USB Cable, Made In India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable For Smartphone, Type-C USB Devices (White)",B0B4T8RSJ1,Computers e Accessories,Cabo,5.9399999999999995,88.0,3.9,1075.0,6385.499999999999
Vu 108 Cm (43 Inches) Premium Series Full Hd Smart Led Tv 43Ga (Black),B0B7B9V9QP,Electronics,Tv,1139.94,46.0,4.0,1001.0,1141079.94
"Storite Super Speed USB 3.0 Male To Male Cable For Hard Drive Enclosures, Laptop Cooling Pad, Dvd Players(60Cm,Black)",B08XXVXP3J,Computers e Accessories,Cabo,14.94,75.0,4.3,112.0,1673.28
Kodak 80 Cm (32 Inches) Hd Ready Led Tv Kodak 32Hdx900S (Black),B06XGWRKYT,Electronics,Tv,479.94,50.0,3.8,3022.0,1450378.68
"Amazonbasics Double Braided Nylon USB Type-C To Type-C 2.0 Cable, Charging Adapter, Smartphone 6 Feet, Dark Grey",B07CWDX49D,Computers e Accessories,Cabo,38.94,59.0,4.3,5451.0,212261.93999999997
Firestick Remote,B09TY4MSH3,Electronics,Outros,77.34,48.0,3.3,73.0,5645.820000000001
"Amazonbasics 10.2 Gbps High-Speed 4K Hdmi Cable With Braided Cord (10-Foot, Dark Grey)",B07RY2X9MP,Electronics,Cabo,36.54,59.0,4.5,1029.0,37599.659999999996
Hisense 126 Cm (50 Inches) Bezelless Series 4K Ultra Hd Smart Led Google Tv 50A6H (Black),B0B2C5MJN6,Electronics,Tv,1979.3999999999999,40.0,4.1,1555.0,3077967.0
"Tuarso 8K Hdmi 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided Hdmi Cable ( 8K@60Hz、4K@120Hz、2K@240Hz ) Hdmi 2.1 Cable Compatible With Monitors , Television , Laptops , Projectors , Game Consoles And More With Hdmi Ports Device",B0BBMGLQDW,Electronics,Cabo,35.94,70.0,4.2,47.0,1689.1799999999998
Amazonbasics USB Type-C To Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,B01LONQBDG,Computers e Accessories,Cabo,20.939999999999998,61.0,4.1,14896.0,311922.24
Kodak 139 Cm (55 Inches) 4K Ultra Hd Smart Led Tv 55Ca0909 (Black),B08XXF5V6G,Electronics,Tv,1799.9399999999998,41.0,4.4,1712.0,3081497.28
"Smashtronics® - Case For Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover For Tv Firestick 4K/Tv 2Nd Gen(3Rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",B09HK9JH4F,Electronics,Bolsa/Acessorio,11.94,50.0,4.2,1335.0,15939.9
7Seven® Suitable Sony Tv Remote Original Bravia For Smart Android Television Compatible For Any Model Of Lcd Led Oled Uhd 4K Universal Sony Remote Control,B09MMD1FDN,Electronics,Tv,20.939999999999998,50.0,3.9,214.0,4481.16
"Prolegend® Pl-T002 Universal Tv Stand Table Top For Most 22 To 65 Inch Lcd Flat Screen Tv, Vesa Up To 800 By 400Mm",B09HN7LD5L,Electronics,Tv,111.0,59.0,4.0,184.0,20424.0
Wanbo X1 Pro (Upgraded) | Native 1080P Full Hd | Android 9 | Projector For Home | Led Cinema | 350Ansi | 3900 Lumens | Wifi Bluetooth | Hdmi Arc | Dolby Dts | 4D Keystone Correction (Global Version),B0BNDD9TN6,Electronics,Celular,839.4,52.0,4.5,7.0,5875.8
"Lava Charging Adapter Elements D3 2A Fast Charging Speed USB Type C Data Cable, White",B0941392C8,Computers e Accessories,Cabo,7.739999999999999,71.0,3.7,41.0,317.34
"Tizum High Speed Hdmi Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, Hd 1080P (10 Ft/ 3 M)",B01M5967SY,Electronics,Cabo,22.74,62.0,4.2,12153.0,276359.22
Technotech High Speed Hdmi Cable 5 Meter V1.4 - Supports Full Hd 1080P (Color May Vary),B016MDK4F4,Electronics,Cabo,11.1,63.0,4.2,25.0,277.5
"Nk Star 950 Mbps USB Wifi Adapter Wireless Network Receiver Dongle For Desktop Laptop, (Support- Windows Xp/7/8/10 E Mac Os) Not Support To Dvr And Hdtv",B08G43CCLC,Computers e Accessories,Tv,13.08,78.0,4.2,163.0,2132.04
"Ls Lapster Quality Assured USB 2.0 Morpho Cable, Morpho Device Cable For Mso 1300 E3/E2/E Biometric Finger Print Scanner Morpho USB Cable (Black)",B0B61GCHC1,Computers e Accessories,Cabo,11.94,80.0,4.3,87.0,1038.78
"Amazon Basics 10.2 Gbps High-Speed 4K Hdmi Cable With Braided Cord, 1.8 Meter, Dark Grey",B07RX14W1Q,Electronics,Cabo,29.939999999999998,45.0,4.4,2165.0,64820.1
Kodak 126 Cm (50 Inches) Bezel-Less Design Series 4K Ultra Hd Smart Android Led Tv 50Uhdx7Xprobl (Black),B09PLD9TCD,Electronics,Tv,1619.9399999999998,37.0,4.2,1510.0,2446109.4
"Zorbes® Wall Adapter Holder For Alexa Echo Dot 4Th Generation,A Space-Saving Solution With Cord Management For Your Smart Home Speakers -White (Holder Only)",B0B8ZKWGKD,Electronics,Caixa De Som,53.58,15.0,4.3,106.0,5679.48
Sansui 80Cm (32 Inches) Hd Ready Smart Led Tv Jsy32Skhd (Black) With Bezel-Less Design,B09NNJ9WYM,Electronics,Tv,659.4,45.0,3.7,129.0,85062.59999999999
"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible With Samsung Galaxy M51,Galaxy M31S, S10E S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",B08H5L8V1L,Computers e Accessories,Cabo,22.74,66.0,4.3,3049.0,69334.26
Mi 80 Cm (32 Inches) Hd Ready Smart Android Led Tv 5A Pro | L32M7-Eain (Black),B0B8CXTTG3,Electronics,Tv,1019.9399999999999,35.0,4.2,32840.0,33494829.599999998
"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",B09HCH3JZG,Electronics,Cabo,41.94,63.0,4.4,390.0,16356.599999999999
Irusu Play Vr Plus Virtual Reality Headset With Headphones For Gaming (Black),B097JVLW3L,Electronics,Fone,161.94,23.0,3.5,621.0,100564.74
"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",B09SB6SJB4,Computers e Accessories,Cabo,7.739999999999999,78.0,4.1,265.0,2051.1
"Synqe USB C To USB C 60W Nylon Braided Fast Charging Type C To Type C Cable Compatible With Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 Fe A73 A53 A33 (2M, Black)",B08NW8GHCJ,Computers e Accessories,Cabo,23.34,61.0,4.3,838.0,19558.92
Shopoflux Silicone Remote Cover For Mi Smart Tv And Mi Tv Stick/Mi Box S / 3S / Mi 4X / 4A Smart Led Tv (Black),B09YHLPQYT,Electronics,Bolsa/Acessorio,14.76,59.0,4.2,143.0,2110.68
"Eynk Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3M,) (White)",B08G1RW2Q3,Computers e Accessories,Cabo,17.939999999999998,63.0,4.0,151.0,2708.9399999999996
"Lunagariya®, Protective Case Compatible With Jio Settop Box Remote Control,Pu Leather Cover Holder (Before Placing Order,Please Compare The Dimensions Of The Product With Your Remote)",B08YXJJW8H,Electronics,Bolsa/Acessorio,14.82,38.0,3.9,200.0,2964.0
7Seven® Compatible With Fire Tv Stick Remote With Voice Command Feature Suitable For Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,B09P8M18QM,Electronics,Tv,82.14,54.0,3.3,227.0,18645.78
"Prushti Cover And Bags, Protective Case For Airtel Xstream Settop Box Remote Remote Control Pouch Cover Holder Pu Leather Cover Holder(Only Cover For Selling Purpose)",B08BG4M4N7,Electronics,Bolsa/Acessorio,11.94,60.0,3.8,538.0,6423.719999999999
Aine Hdmi Male To Vga Female Video Converter Adapter Cable (Black),B07VJ9ZTXS,Electronics,Cabo,17.939999999999998,50.0,4.0,171.0,3067.74
Mi 80 Cm (32 Inches) Hd Ready Android Smart Led Tv 4A Pro | L32M5-Al (Black),B084872DQY,Electronics,Tv,899.9399999999999,0.0,4.3,27508.0,24755549.52
Storite USB 2.0 A To Mini 5 Pin B Cable For External Hdds/Camera/Card Readers (150Cm - 1.5M),B00GGGOYEU,Computers e Accessories,Cabo,17.939999999999998,57.0,3.9,1454.0,26084.76
Tcl 108 Cm (43 Inches) 4K Ultra Hd Certified Android Smart Led Tv 43P615 (Black),B08FD2VSD9,Electronics,Tv,1499.3999999999999,52.0,4.2,2951.0,4424729.399999999
Oneplus 163.8 Cm (65 Inches) U Series 4K Led Smart Android Tv 65U1S (Black),B095JPKPH3,Electronics,Tv,3719.94,11.0,4.1,6753.0,25120754.82
Amazonbasics 108 Cm (43 Inches) 4K Ultra Hd Smart Led Fire Tv Ab43U20Ps (Black),B087JWLZ2K,Electronics,Tv,1469.94,51.0,3.9,3518.0,5171248.92
Kodak 80 Cm (32 Inches) Hd Ready Certified Android Smart Led Tv 32Hdx7Xprobl (Black),B09DSXK8JX,Electronics,Tv,629.9399999999999,46.0,4.2,1510.0,951209.3999999999
"Synqe Type C To Type C Short Fast Charging 60W Cable Compatible With Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20Fe, A52, A73, A53 (0.25M, Black)",B08V9C4B1J,Computers e Accessories,Cabo,20.939999999999998,65.0,4.3,838.0,17547.719999999998
Airtel Digitaltv Hd Setup Box Remote,B08PKBMJKS,Electronics,Tv,11.82,61.0,3.8,136.0,1607.52
Airtel Digital Tv Hd Set Top Box With Fta Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack),B0B8VQ7KDS,Electronics,Tv,77.94,48.0,4.3,301.0,23459.94
"Esr USB C To Lightning Cable, 10 Ft (3 M), Mfi-Certified, Braided Nylon Power Delivery Fast Charging For iPhone 14/14 Plus/14 Pro/14 Pro Max, iPhone 13/12/11/X/8 Series, Use With Type-C Chargers, Black",B086JTMRYL,Computers e Accessories,Cabo,91.14,20.0,4.4,19763.0,1801199.82
Mi 138.8 Cm (55 Inches) 5X Series 4K Ultra Hd Led Smart Android Tv L55M6-Es (Grey),B09RWQ7YR6,Electronics,Tv,2819.94,33.0,4.3,21252.0,59929364.88
"Storite USB Extension Cable USB 3.0 Male To Female Extension Cable High Speed 5Gbps Extension Cable Data Transfer For Keyboard, Mouse, Flash Drive, Hard Drive, Printer And More- 1.5M - Blue",B00OFM6PEO,Computers e Accessories,Cabo,17.939999999999998,63.0,4.3,1902.0,34121.88
"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch With Bluetooth Calling, Ai Voice Assistance, 100 Sports Modes Ip67 Rating, 240*280 Pixel High Resolution",B0BF57RN3K,Electronics,Outros,107.94,91.0,4.2,13937.0,1504359.78
"Fire-Boltt Phoenix Smart Watch With Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 Px High Res With Spo2, Heart Rate Monitoring E Ip67 Rating",B0B3RRWSF6,Electronics,Outros,119.88,80.0,4.3,27696.0,3320196.48
"Boat Wave Call Smart Watch, Smart Talk With Advanced Dedicated Bluetooth Calling Chip, 1.69” Hd Display With 550 Nits E 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,Hr,Spo2, Ip68(Active Black)",B0B5B6PQCT,Electronics,Outros,119.94,75.0,3.8,17831.0,2138650.14
Mi Power Bank 3I 20000Mah Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,B08HV83HL3,Electronics,Carregador,122.94,7.0,4.3,178912.0,21995441.28
"Redmi A1 (Light Blue, 2Gb Ram, 32Gb Storage) | Segment Best Ai Dual Cam | 5000Mah Battery | Leather Texture Design | Android 12",B0BBN4DZBD,Electronics,Celular,389.94,28.0,4.0,7807.0,3044261.58
"Oneplus Nord 2T 5G (Jade Fog, 8Gb Ram, 128Gb Storage)",B0B3CPQ5PF,Electronics,Outros,1739.9399999999998,0.0,4.3,17415.0,30301055.099999998
"Oneplus Nord 2T 5G (Gray Shadow, 8Gb Ram, 128Gb Storage)",B0B3CQBRB4,Electronics,Outros,1739.9399999999998,0.0,4.3,17415.0,30301055.099999998
"Redmi A1 (Black, 2Gb Ram, 32Gb Storage) | Segment Best Ai Dual Cam | 5000Mah Battery | Leather Texture Design | Android 12",B0BBN56J5H,Electronics,Celular,389.94,28.0,4.0,7807.0,3044261.58
"Redmi A1 (Light Green, 2Gb Ram 32Gb Rom) | Segment Best Ai Dual Cam | 5000Mah Battery | Leather Texture Design | Android 12",B0BBN3WF7V,Electronics,Celular,389.94,28.0,4.0,7807.0,3044261.58
"Sandisk Ultra® Microsdxc™ Uhs-I Card, 64Gb, 140Mb/S R, 10 Y Warranty, For Smartphones",B0BDRVFDKP,Electronics,Celular,34.14,43.0,4.4,67259.0,2296222.2600000002
"Noise Pulse Go Buzz Smart Watch Bluetooth Calling With 1.69"" Display, 550 Nits, 150+ Cloud Watch Face, Spo2, Heart Rate Tracking, 100 Sports Mode With Auto Detection, Longer Battery (Jet Black)",B0B5LVS732,Electronics,Outros,113.88,62.0,4.1,10689.0,1217263.32
"Nokia 105 Single Sim, Keypad Mobile Phone With Wireless Fm Radio | Charcoal",B09V2Q4QVQ,Electronics,Celular,77.94,19.0,4.0,128311.0,10000559.34
"Boat Wave Lite Smartwatch With 1.69"" Hd Display, Sleek Metal Body, Hr E Spo2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, Ip68 E 7 Days Battery Life(Active Black)",B09V12K8NT,Electronics,Outros,89.94,79.0,3.9,21796.0,1960332.24
"Jbl C100Si Wired In Ear Headphones With Mic, Jbl Pure Bass Sound, One Button Multi-Function Remote, Angled Buds For Comfort Fit (Black)",B01DEWVZ2C,Electronics,Fone,35.94,40.0,4.1,192590.0,6921684.6
"Samsung Galaxy M04 Dark Blue, 4Gb Ram, 64Gb Storage | Upto 8Gb Ram With Ram Plus | Mediatek Helio P35 | 5000 Mah Battery",B0BMGB3CH9,Electronics,Outros,569.9399999999999,21.0,4.2,284.0,161862.96
